ori,agency_name,state,population
MA00612,HEATH,MA,716
MA01210,HINGHAM,MA,24385
MA00211,HINSDALE,MA,1886
MA01111,HOLBROOK,MA,11467
MA01420,HOLDEN,MA,20379
MA00709,HOLLAND,MA,2570
MA00920,HOLLISTON,MA,15399
MA00710,HOLYOKE,MA,37666
MA01421,HOPEDALE,MA,6061
MA00921,HOPKINTON,MA,20233
MA01422,HUBBARDSTON,MA,4450
MA00922,HUDSON,MA,20397
MA01211,HULL,MA,10302
MA00810,HUNTINGTON,MA,2065
MA00512,IPSWICH,MA,14159
MA01212,KINGSTON,MA,14615
MA01213,LAKEVILLE,MA,12414
MA01423,LANCASTER,MA,9119
MA00212,LANESBORO,MA,2996
MA00513,LAWRENCE,MA,89201
MA00213,LEE,MA,5659
MA01424,LEICESTER,MA,11234
MA00214,LENOX,MA,5067
MA01425,LEOMINSTER,MA,44206
MA00613,LEVERETT,MA,1864
MA00923,LEXINGTON,MA,34738
MA00614,LEYDEN,MA,735
MA00924,LINCOLN,MA,6983
MA00925,LITTLETON,MA,10561
MA00711,LONGMEADOW,MA,15646
MA00926,LOWELL,MA,121283
MA00712,LUDLOW,MA,21153
MA01426,LUNENBURG,MA,12029
MA00514,LYNN,MA,103819
MA00515,LYNNFIELD,MA,13256
MA00927,MALDEN,MA,66677
MA00516,MANCHESTER-BY-THE-SEA,MA,5473
MA00310,MANSFIELD,MA,24070
MA00517,MARBLEHEAD,MA,20563
MA01214,MARION,MA,5328
MA00928,MARLBOROUGH,MA,42184
MA01215,MARSHFIELD,MA,26033
MA00109,MASHPEE,MA,15547
MA01216,MATTAPOISETT,MA,6809
MA00929,MAYNARD,MA,10815
MA01112,MEDFIELD,MA,13434
MA00930,MEDFORD,MA,59842
MA01113,MEDWAY,MA,13993
MA00931,MELROSE,MA,29912
MA01427,MENDON,MA,6479
MA00518,MERRIMAC,MA,6814
MA00519,METHUEN,MA,54591
MA01217,MIDDLEBORO,MA,24927
MA00520,MIDDLETON,MA,10020
MA01428,MILFORD,MA,30634
MA01429,MILLBURY,MA,14227
MA01114,MILLIS,MA,9534
MA01430,MILLVILLE,MA,3184
MA01115,MILTON,MA,28787
MA00615,MONROE,MA,115
MA00713,MONSON,MA,8151
MA00616,MONTAGUE,MA,8405
MA00215,MONTEREY,MA,1084
MA00714,MONTGOMERY,MA,840
MA00521,NAHANT,MA,3331
MA01001,NANTUCKET,MA,14742
MA00932,NATICK,MA,37320
MA01116,NEEDHAM,MA,33018
MA00311,NEW BEDFORD,MA,101139
MA01431,NEW BRAINTREE,MA,1012
MA00218,NEW MARLBOROUGH,MA,1497
MA00617,NEW SALEM,MA,1034
MA00522,NEWBURY,MA,6902
MA00523,NEWBURYPORT,MA,19333
MA00933,NEWTON,MA,90939
MA01117,NORFOLK,MA,12033
MA00219,NORTH ADAMS,MA,12427
MA00524,NORTH ANDOVER,MA,32340
MA00312,NORTH ATTLEBORO,MA,31227
MA01432,NORTH BROOKFIELD,MA,4796
MA00934,NORTH READING,MA,16563
MA00812,NORTHAMPTON,MA,31862
MA01433,NORTHBOROUGH,MA,15865
MA01434,NORTHBRIDGE,MA,16776
MA00618,NORTHFIELD,MA,2884
MA00313,NORTON,MA,19383
MA01218,NORWELL,MA,11480
MA01118,NORWOOD,MA,31727
MA00405,OAK BLUFFS,MA,5429
MA01435,OAKHAM,MA,1925
MA00619,ORANGE,MA,7587
MA00110,ORLEANS,MA,6514
MA00220,OTIS,MA,1615
MA01436,OXFORD,MA,13509
MA00715,PALMER,MA,12348
MA01437,PAXTON,MA,5055
MA00525,PEABODY,MA,55523
MA00813,PELHAM,MA,1359
MA01219,PEMBROKE,MA,18398
MA00935,PEPPERELL,MA,11924
MA00221,PERU,MA,796
MA01438,PETERSHAM,MA,1256
MA01439,PHILLIPSTON,MA,1763
MA00222,PITTSFIELD,MA,42944
MA01119,PLAINVILLE,MA,10074
MA01220,PLYMOUTH,MA,67967
MA01221,PLYMPTON,MA,2965
MA01440,PRINCETON,MA,3614
MA00111,PROVINCETOWN,MA,3737
MA01120,QUINCY,MA,103649
MA01121,RANDOLPH,MA,35056
MA00314,RAYNHAM,MA,15992
MA00936,READING,MA,26103
MA00315,REHOBOTH,MA,13766
MA01304,REVERE,MA,60265
MA00223,RICHMOND,MA,1404
MA01222,ROCHESTER,MA,5973
MA01223,ROCKLAND,MA,17643
MA00526,ROCKPORT,MA,7097
MA00620,ROWE,MA,418
MA00527,ROWLEY,MA,6361
MA01441,ROYALSTON,MA,1298
MA00716,RUSSELL,MA,1636
MA01442,RUTLAND,MA,9754
MA00528,SALEM,MA,46067
MA00529,SALISBURY,MA,9440
MA00112,SANDWICH,MA,20517
MA00530,SAUGUS,MA,29056
MA00225,SAVOY,MA,658
MA01224,SCITUATE,MA,19677
MA00316,SEEKONK,MA,15965
MA01122,SHARON,MA,18765
MA00226,SHEFFIELD,MA,3324
MA00621,SHELBURNE,MA,1872
MA00937,SHERBORN,MA,4496
MA00938,SHIRLEY,MA,6980
MA01443,SHREWSBURY,MA,39861
MA00622,SHUTESBURY,MA,1716
MA00317,SOMERSET,MA,18347
MA00939,SOMERVILLE,MA,82255
MA00815,SOUTH HADLEY,MA,18513
MA00816,SOUTHAMPTON,MA,6171
MA01444,SOUTHBOROUGH,MA,10572
MA01445,SOUTHBRIDGE,MA,18160
MA00717,SOUTHWICK,MA,9268
MA302SP,SP: BERKSHIRE COUNTY,MA,7994
MA306SP,SP: FRANKLIN COUNTY,MA,3816
MA308SP,SP: HAMPSHIRE COUNTY,MA,1537
MA01446,SPENCER,MA,12090
MA00718,SPRINGFIELD,MA,154390
MA01447,STERLING,MA,8374
MA00227,STOCKBRIDGE,MA,1983
MA00940,STONEHAM,MA,24849
MA01123,STOUGHTON,MA,29430
MA00941,STOW,MA,7362
MA01448,STURBRIDGE,MA,10129
MA00942,SUDBURY,MA,19994
MA00623,SUNDERLAND,MA,3621
MA01449,SUTTON,MA,9637
MA00531,SWAMPSCOTT,MA,15761
MA00318,SWANSEA,MA,17582
MA00319,TAUNTON,MA,62418
MA01450,TEMPLETON,MA,8427
MA00943,TEWKSBURY,MA,31883
MA00406,TISBURY,MA,4958
MA00719,TOLLAND,MA,474
MA00532,TOPSFIELD,MA,6618
MA00944,TOWNSEND,MA,9225
MA00113,TRURO,MA,2488
MA00945,TYNGSBORO,MA,12843
MA00228,TYRINGHAM,MA,417
MA01451,UPTON,MA,8574
MA01452,UXBRIDGE,MA,14793
MA00946,WAKEFIELD,MA,29706
MA00720,WALES,MA,1823
MA01124,WALPOLE,MA,26289
MA00947,WALTHAM,MA,66089
MA00817,WARE,MA,10169
MA01225,WAREHAM,MA,23525
MA01453,WARREN,MA,5103
MA00624,WARWICK,MA,772
MA00229,WASHINGTON,MA,498
MA00948,WATERTOWN,MA,35871
MA00949,WAYLAND,MA,14051
MA01454,WEBSTER,MA,17790
MA01125,WELLESLEY,MA,31811
MA00114,WELLFLEET,MA,3655
MA00533,WENHAM,MA,4934
MA01455,WEST BOYLSTON,MA,7994
MA01226,WEST BRIDGEWATER,MA,7764
MA01456,WEST BROOKFIELD,MA,3929
MA00534,WEST NEWBURY,MA,4712
MA00721,WEST SPRINGFIELD,MA,29018
MA00407,WEST TISBURY,MA,3662
MA01457,WESTBOROUGH,MA,22871
MA00722,WESTFIELD,MA,40357
MA00950,WESTFORD,MA,25043
MA00818,WESTHAMPTON,MA,1633
MA01458,WESTMINSTER,MA,8557
MA00951,WESTON,MA,11975
MA00320,WESTPORT,MA,16751
MA01126,WESTWOOD,MA,16565
MA01127,WEYMOUTH,MA,60691
MA00626,WHATELY,MA,1628
MA01227,WHITMAN,MA,15501
MA00723,WILBRAHAM,MA,14645
MA00819,WILLIAMSBURG,MA,2469
MA00231,WILLIAMSTOWN,MA,9315
MA00952,WILMINGTON,MA,23869
MA01459,WINCHENDON,MA,10621
MA00953,WINCHESTER,MA,24154
MA01305,WINTHROP,MA,18566
MA00954,WOBURN,MA,44588
MA01460,WORCESTER,MA,212985
MA00820,WORTHINGTON,MA,1178
MA01128,WRENTHAM,MA,12572
MA00115,YARMOUTH,MA,25197
MD01301,ABERDEEN,MD,19047
MD00100,ALLEGANY,MD,2234
MD00201,ANNAPOLIS,MD,40647
MD00202,ANNE ARUNDEL COUNTY PD,MD,562033
MDBPD00,BALTIMORE,MD,562811
MD00301,BALTIMORE COUNTY POL DEP,MD,849486
MD01302,BEL AIR,MD,10321
MD02401,BERLIN,MD,5423
MD01701,BERWYN HEIGHTS,MD,3323
MD01702,BLADENSBURG,MD,9633
MD02201,BOONSBORO,MD,3868
MD01741,BOWIE,MD,58471
MD01703,BRENTWOOD,MD,3790
MD01101,BRUNSWICK,MD,9348
MD01105,BURKITTSVILLE,MD,146
MD00500,CALVERT,MD,95115
MD01001,CAMBRIDGE,MD,13305
MD01704,CAPITOL HEIGHTS,MD,4038
MD00600,CAROLINE,MD,27301
MD00700,CARROLL,MD,2793
MD00800,CECIL,MD,79043
MD00801,CECILTON,MD,692
MD01801,CENTREVILLE,MD,4784
MD00900,CHARLES,MD,164219
MD00802,CHARLESTOWN,MD,1548
MD00501,CHESAPEAKE BEACH,MD,6540
MD00803,CHESAPEAKE CITY,MD,749
MD01502,CHESTERTOWN,MD,5749
MD01705,CHEVERLY,MD,6119
MD01601,CHEVY CHASE VILLAGE,MD,2077
MD01706,COLLEGE PARK,MD,34656
MD01707,COLMAR MANOR,MD,1584
MD01708,COTTAGE CITY,MD,1320
MD02001,CRISFIELD,MD,2546
MD00102,CUMBERLAND,MD,18632
MD02301,DELMAR,MD,4996
MD00601,DENTON,MD,5101
MD01709,DISTRICT HEIGHTS,MD,5912
MD01000,DORCHESTER,MD,17784
MD02101,EASTON,MD,17444
MD01710,EDMONSTON,MD,1609
MD00804,ELKTON,MD,16016
MD01102,EMMITSBURG,MD,2959
MD01711,FAIRMOUNT HEIGHTS,MD,1522
MD00602,FEDERALSBURG,MD,2881
MD01712,FOREST HEIGHTS,MD,2636
MD01100,FREDERICK,MD,193550
MD01103,FREDERICK,MD,92564
MD00103,FROSTBURG,MD,6963
MD02302,FRUITLAND,MD,6089
MD01602,GAITHERSBURG,MD,70993
MD01200,GARRETT,MD,26398
MD01713,GLENARDEN,MD,6395
MD00606,GOLDSBORO,MD,217
MD01203,GRANTSVILLE,MD,948
MD01714,GREENBELT,MD,24838
MD00603,GREENSBORO,MD,1983
MD02203,HAGERSTOWN,MD,44007
MD00701,HAMPSTEAD,MD,6300
MD02204,HANCOCK,MD,1575
MD01300,HARFORD,MD,221056
MD01303,HAVRE DE GRACE,MD,15320
MD01401,HOWARD COUNTY POLICE DEP,MD,340315
MD01003,HURLOCK,MD,2099
MD01715,HYATTSVILLE,MD,21031
MD01500,KENT,MD,12652
MD00901,LA PLATA,MD,11700
MD01716,LANDOVER HILLS,MD,1797
MD01717,LAUREL,MD,30304
MD01901,LEONARDTOWN,MD,5175
MD00104,LONACONING,MD,984
MD00105,LUKE,MD,84
MD00702,MANCHESTER,MD,5449
MD00607,MARYDEL,MD,179
MD00106,MIDLAND,MD,474
MD01604,MONTGOMERY COUNTY PD,MD,924573
MD01718,MORNINGSIDE,MD,1234
MD00703,MOUNT AIRY,MD,6408
MD01719,MOUNT RAINIER,MD,8259
MD01739,NEW CARROLLTON,MD,13641
MD00704,NEW WINDSOR,MD,1845
MD00502,NORTH BEACH,MD,2187
MD01720,NORTH BRENTWOOD,MD,587
MD00805,NORTH EAST,MD,4217
MD01202,OAKLAND,MD,1805
MD02402,OCEAN CITY,MD,6893
MD02405,OCEAN PINES,MD,12272
MD02102,OXFORD,MD,599
MD00815,PERRYVILLE,MD,4540
MD02307,PITTSVILLE,MD,1667
MD02403,POCOMOKE CITY,MD,4456
MD00806,PORT DEPOSIT,MD,628
MD00604,PRESTON,MD,691
MD01721,PRINCE GEORGE'S CNTY PD,MD,741477
MD02002,PRINCESS ANNE,MD,3709
MD01800,QUEEN ANNE'S,MD,49685
MD00605,RIDGELY,MD,1655
MD00807,RISING SUN,MD,2783
MD01722,RIVERDALE PARK,MD,7287
MD01504,ROCK HALL,MD,1203
MD01605,ROCKVILLE,MD,68690
MD02303,SALISBURY,MD,33779
MD01723,SEAT PLEASANT,MD,4517
MD02205,SMITHSBURG,MD,3246
MD02404,SNOW HILL,MD,2269
MD02000,SOMERSET,MD,19077
MDMSP21,SP: ALLEGANY COUNTY,MD,38844
MDMSP02,SP: CARROLL COUNTY,MD,122587
MDMSP40,SP: TALBOT COUNTY,MD,1559
MD01900,ST. MARY'S,MD,116720
MD02103,ST. MICHAELS,MD,1079
MD00705,SYKESVILLE,MD,4699
MD01606,TAKOMA PARK,MD,17918
MD02100,TALBOT,MD,17624
MD00706,TANEYTOWN,MD,8574
MD01104,THURMONT,MD,6335
MD02104,TRAPPE,MD,1559
MD00707,UNION BRIDGE,MD,948
MD01726,UNIVERSITY PARK,MD,2427
MD01724,UPPER MARLBORO,MD,719
MD02200,WASHINGTON,MD,104674
MD00107,WESTERNPORT,MD,1760
MD00708,WESTMINSTER,MD,20797
MD02300,WICOMICO,MD,60160
MD02208,WILLIAMSPORT,MD,2108
MD02400,WORCESTER,MD,23313
ME00100,ANDROSCOGGIN,ME,30079
ME00200,AROOSTOOK,ME,32165
ME00208,ASHLAND,ME,1193
ME00101,AUBURN,ME,25487
ME00601,AUGUSTA,ME,19229
ME01509,BAILEYVILLE,ME,1309
ME01001,BANGOR,ME,32632
ME00501,BAR HARBOR,ME,7604
ME01201,BATH,ME,8830
ME01401,BELFAST,ME,7004
ME01606,BERWICK,ME,8423
ME00906,BETHEL,ME,2772
ME01601,BIDDEFORD,ME,22327
ME00801,BOOTHBAY HARBOR,ME,2099
ME01002,BREWER,ME,9619
ME00309,BRIDGTON,ME,6021
ME01104,BROWNVILLE,ME,1161
ME00301,BRUNSWICK,ME,22854
ME00503,BUCKSPORT,ME,5063
ME01618,BUXTON,ME,8643
ME01501,CALAIS,ME,3110
ME00701,CAMDEN,ME,5177
ME00302,CAPE ELIZABETH,ME,9726
ME00201,CARIBOU,ME,7309
ME00407,CARRABASSETT VALLEY,ME,718
ME00621,CLINTON,ME,3391
ME00300,CUMBERLAND,ME,56117
ME00310,CUMBERLAND,ME,8925
ME00802,DAMARISCOTTA,ME,2310
ME01003,DEXTER,ME,3861
ME00902,DIXFIELD,ME,2327
ME01101,DOVER-FOXCROFT,ME,4520
ME01010,EAST MILLINOCKET,ME,6878
ME01502,EASTPORT,ME,1294
ME01012,EDDINGTON,ME,2294
ME01607,ELIOT,ME,7628
ME00502,ELLSWORTH,ME,8927
ME01301,FAIRFIELD,ME,6540
ME00303,FALMOUTH,ME,13033
ME00401,FARMINGTON,ME,8516
ME00202,FORT FAIRFIELD,ME,3286
ME00203,FORT KENT,ME,4182
ME00400,FRANKLIN,ME,12091
ME00311,FREEPORT,ME,8911
ME00907,FRYEBURG,ME,3613
ME00602,GARDINER,ME,6207
ME00304,GORHAM,ME,18595
ME00513,GOULDSBORO,ME,1766
ME01105,GREENVILLE,ME,1742
ME00603,HALLOWELL,ME,2633
ME01007,HAMPDEN,ME,8095
ME00500,HANCOCK,ME,31575
ME01027,HOLDEN,ME,3445
ME00204,HOULTON,ME,5994
ME01015,HOWLAND,ME,1181
ME01405,ISLESBORO,ME,599
ME00402,JAY,ME,4687
ME01507,JONESPORT,ME,1254
ME00600,KENNEBEC,ME,55452
ME01608,KENNEBUNK,ME,12151
ME01609,KENNEBUNKPORT,ME,3728
ME01602,KITTERY,ME,11328
ME00700,KNOX,ME,22374
ME01610,LEBANON,ME,6798
ME00102,LEWISTON,ME,39202
ME00210,LIMESTONE,ME,1491
ME00800,LINCOLN,ME,23050
ME01004,LINCOLN,ME,4970
ME01404,LINCOLNVILLE,ME,2443
ME00105,LISBON,ME,9836
ME00616,LITCHFIELD,ME,3790
ME00103,LIVERMORE FALLS,ME,3202
ME01506,LUBEC,ME,1238
ME01503,MACHIAS,ME,2059
ME00205,MADAWASKA,ME,3839
ME01303,MADISON,ME,4868
ME01008,MATTAWAMKEAG,ME,606
ME00106,MECHANIC FALLS,ME,3218
ME01014,MEDWAY,ME,1194
ME00903,MEXICO,ME,2800
ME01517,MILBRIDGE,ME,1369
ME01009,MILLINOCKET,ME,4118
ME01102,MILO,ME,2383
ME00606,MONMOUTH,ME,4274
ME00504,MOUNT DESERT,ME,2221
ME00313,NEW GLOUCESTER,ME,5905
ME01011,NEWPORT,ME,3167
ME01308,NORRIDGEWOCK,ME,3305
ME01611,NORTH BERWICK,ME,5329
ME00904,NORWAY,ME,5387
ME00605,OAKLAND,ME,6380
ME01612,OGUNQUIT,ME,1607
ME01603,OLD ORCHARD BEACH,ME,9557
ME01005,OLD TOWN,ME,7531
ME01006,ORONO,ME,12475
ME00900,OXFORD,ME,35708
ME00910,OXFORD,ME,4441
ME00905,PARIS,ME,5429
ME01000,PENOBSCOT,ME,63452
ME01205,PHIPPSBURG,ME,2216
ME01100,PISCATAQUIS,ME,8943
ME01304,PITTSFIELD,ME,3953
ME00305,PORTLAND,ME,69840
ME00206,PRESQUE ISLE,ME,8717
ME01504,PRINCETON,ME,753
ME00404,RANGELEY,ME,1348
ME01203,RICHMOND,ME,3586
ME00702,ROCKLAND,ME,7088
ME00704,ROCKPORT,ME,3655
ME00901,RUMFORD,ME,5991
ME00107,SABATTUS,ME,5257
ME01604,SACO,ME,21229
ME01200,SAGADAHOC,ME,13269
ME01605,SANFORD,ME,22630
ME00307,SCARBOROUGH,ME,24473
ME01402,SEARSPORT,ME,2695
ME01302,SKOWHEGAN,ME,8676
ME01300,SOMERSET,ME,32371
ME01613,SOUTH BERWICK,ME,7914
ME00306,SOUTH PORTLAND,ME,27099
ME00508,SOUTHWEST HARBOR,ME,1870
ME00319,STANDISH,ME,11069
ME01403,STOCKTON SPRINGS,ME,1605
ME00506,STONINGTON,ME,1058
ME00514,SWAN'S ISLAND,ME,360
ME00703,THOMASTON,ME,2754
ME01202,TOPSHAM,ME,9885
ME00207,VAN BUREN,ME,1989
ME01013,VEAZIE,ME,1851
ME00705,VINALHAVEN,ME,1252
ME01400,WALDO,ME,30547
ME00803,WALDOBORO,ME,5334
ME00216,WASHBURN,ME,1507
ME01500,WASHINGTON,ME,22301
ME00604,WATERVILLE,ME,17503
ME01614,WELLS,ME,12091
ME00308,WESTBROOK,ME,21633
ME01108,WILLIMANTIC,ME,138
ME00403,WILTON,ME,3903
ME00315,WINDHAM,ME,20004
ME00607,WINSLOW,ME,8101
ME00515,WINTER HARBOR,ME,487
ME00608,WINTHROP,ME,6200
ME00804,WISCASSET,ME,4003
ME00314,YARMOUTH,ME,9076
ME01600,YORK,ME,53208
ME01616,YORK,ME,14293
MI31200,ADAMS TOWNSHIP,MI,1844
MI63180,ADDISON TOWNSHIP,MI,6379
MI46202,ADRIAN,MI,20171
MI46203,ADRIAN TOWNSHIP,MI,6292
MI42203,AHMEEK,MI,119
MI79204,AKRON,MI,367
MI73929,ALBEE TOWNSHIP,MI,2013
MI73552,ALBEE-MAPLE GROVE,MI,2633
MI60206,ALBERT TOWNSHIP,MI,2685
MI13207,ALBION,MI,7445
MI01101,ALCONA,MI,10705
MI02102,ALGER,MI,6691
MI74209,ALGONAC,MI,4091
MI03103,ALLEGAN,MI,94771
MI03210,ALLEGAN,MI,5136
MI82212,ALLEN PARK,MI,27377
MI29213,ALMA,MI,9320
MI44214,ALMONT,MI,2847
MI04104,ALPENA,MI,18731
MI04215,ALPENA,MI,10092
MI36216,ALPHA,MI,126
MI81218,ANN ARBOR,MI,122740
MI05105,ANTRIM,MI,19666
MI79222,ARBELA TOWNSHIP,MI,2761
MI06106,ARENAC,MI,14104
MI25219,ARGENTINE TOWNSHIP,MI,7003
MI50220,ARMADA,MI,1683
MI25221,ATLAS TOWNSHIP,MI,6264
MI06225,AU GRES,MI,958
MI09223,AUBURN,MI,2041
MI63851,AUBURN HILLS,MI,26488
MI39226,AUGUSTA,MI,845
MI32228,BAD AXE,MI,2951
MI78230,BANCROFT,MI,472
MI80231,BANGOR,MI,1967
MI07107,BARAGA,MI,4461
MI07232,BARAGA,MI,1770
MI11233,BARODA-LAKE TOWNSHIP,MI,4272
MI08108,BARRY,MI,45499
MI08234,BARRY TOWNSHIP,MI,3526
MI54238,BARRYTON,MI,414
MI19236,BATH TOWNSHIP,MI,13575
MI13237,BATTLE CREEK,MI,61225
MI09109,BAY,MI,55898
MI09239,BAY CITY,MI,31954
MI26242,BEAVERTON,MI,1220
MI13243,BEDFORD TOWNSHIP,MI,9144
MI34244,BELDING,MI,5973
MI05245,BELLAIRE,MI,1055
MI82246,BELLEVILLE,MI,3845
MI23247,BELLEVUE,MI,1345
MI64250,BENONA TOWNSHIP,MI,1435
MI11248,BENTON HARBOR,MI,8788
MI11249,BENTON TOWNSHIP,MI,14040
MI10110,BENZIE,MI,17316
MI63251,BERKLEY,MI,15350
MI11111,BERRIEN,MI,49862
MI11252,BERRIEN SPRINGS-ORONOKO,MI,9047
MI27253,BESSEMER,MI,1774
MI10254,BEULAH,MI,312
MI63255,BEVERLY HILLS,MI,10542
MI54256,BIG RAPIDS,MI,8616
MI73258,BIRCH RUN,MI,1531
MI63259,BIRMINGHAM,MI,22309
MI38890,BLACKMAN TOWNSHIP,MI,39280
MI46260,BLISSFIELD,MI,3244
MI63261,BLOOMFIELD HILLS,MI,4444
MI63262,BLOOMFIELD TOWNSHIP,MI,44412
MI80263,BLOOMINGDALE,MI,513
MI15264,BOYNE CITY,MI,3824
MI15265,BOYNE FALLS,MI,376
MI12112,BRANCH,MI,26239
MI63181,BRANDON TOWNSHIP,MI,15715
MI29266,BRECKENRIDGE,MI,1265
MI80267,BREEDSVILLE,MI,199
MI73863,BRIDGEPORT TOWNSHIP,MI,9828
MI11268,BRIDGMAN,MI,2037
MI47269,BRIGHTON,MI,8058
MI46271,BRITTON,MI,557
MI12272,BRONSON,MI,2326
MI38273,BROOKLYN,MI,1439
MI76274,BROWN CITY,MI,1285
MI82947,BROWNSTOWN TOWNSHIP,MI,32695
MI11276,BUCHANAN,MI,4139
MI83277,BUCKLEY,MI,778
MI73856,BUENA VISTA TOWNSHIP,MI,7444
MI75279,BURR OAK,MI,755
MI25839,BURTON,MI,29358
MI78280,BYRON,MI,526
MI83281,CADILLAC,MI,10558
MI78283,CALEDONIA TOWNSHIP,MI,4316
MI13113,CALHOUN,MI,46009
MI31284,CALUMET,MI,695
MI46931,CAMBRIDGE TOWNSHIP,MI,5736
MI30910,CAMDEN,MI,514
MI82908,CANTON TOWNSHIP,MI,100042
MI74286,CAPAC,MI,1936
MI58287,CARLETON,MI,2294
MI79290,CARO,MI,4248
MI73288,CARROLLTON TOWNSHIP,MI,5565
MI59291,CARSON CITY,MI,1149
MI76292,CARSONVILLE,MI,501
MI32293,CASEVILLE,MI,637
MI32294,CASEVILLE TOWNSHIP,MI,1638
MI61294,CASNOVIA,MI,161
MI36295,CASPIAN-GAASTRA,MI,1139
MI14114,CASS,MI,37148
MI79296,CASS CITY,MI,2477
MI14297,CASSOPOLIS,MI,1701
MI41300,CEDAR SPRINGS,MI,3779
MI50303,CENTER LINE,MI,8534
MI05304,CENTRAL LAKE,MI,989
MI75305,CENTREVILLE,MI,1323
MI39963,CHARLESTON TOWNSHIP,MI,1872
MI15115,CHARLEVOIX,MI,17647
MI15306,CHARLEVOIX,MI,2330
MI23307,CHARLOTTE,MI,9303
MI16116,CHEBOYGAN,MI,17712
MI16309,CHEBOYGAN,MI,4847
MI81310,CHELSEA,MI,5379
MI73311,CHESANING,MI,2387
MI73872,CHESANING TOWNSHIP,MI,2242
MI50902,CHESTERFIELD TOWNSHIP,MI,47569
MI11871,CHIKAMING TOWNSHIP,MI,2731
MI74874,CHINA TOWNSHIP,MI,3501
MI17117,CHIPPEWA,MI,16218
MI52312,CHOCOLAY TOWNSHIP,MI,6047
MI18118,CLARE,MI,28231
MI18313,CLARE,MI,3222
MI63182,CLARKSTON,MI,921
MI63316,CLAWSON,MI,11460
MI74867,CLAY TOWNSHIP,MI,8235
MI46317,CLAYTON,MI,318
MI25314,CLAYTON TOWNSHIP,MI,7232
MI44318,CLIFFORD,MI,309
MI39319,CLIMAX,MI,745
MI19119,CLINTON,MI,33588
MI46320,CLINTON,MI,2475
MI50849,CLINTON TOWNSHIP,MI,101593
MI25321,CLIO,MI,2463
MI12322,COLDWATER,MI,14566
MI56323,COLEMAN,MI,1262
MI11324,COLOMA CITY,MI,1412
MI11853,COLOMA TOWNSHIP,MI,6387
MI75325,COLON,MI,1192
MI38326,COLUMBIA TOWNSHIP,MI,7533
MI44326,COLUMBIAVILLE,MI,708
MI63183,COMMERCE TOWNSHIP,MI,40499
MI38327,CONCORD,MI,1088
MI75329,CONSTANTINE,MI,2002
MI70330,COOPERSVILLE,MI,4862
MI51333,COPEMISH CLEON,MI,1062
MI31332,COPPER CITY,MI,211
MI78335,CORUNNA,MI,3006
MI80873,COVERT TOWNSHIP,MI,2511
MI20120,CRAWFORD,MI,11742
MI76336,CROSWELL,MI,2284
MI36338,CRYSTAL FALLS,MI,1603
MI59337,CRYSTAL TOWNSHIP,MI,2754
MI61340,DALTON TOWNSHIP,MI,8302
MI25342,DAVISON,MI,5042
MI25860,DAVISON TOWNSHIP,MI,20437
MI82343,DEARBORN,MI,105599
MI82344,DEARBORN HEIGHTS,MI,60548
MI80345,DECATUR,MI,1652
MI76346,DECKERVILLE,MI,878
MI33848,DELHI TOWNSHIP,MI,28822
MI21121,DELTA,MI,19044
MI79928,DENMARK TOWNSHIP,MI,1462
MI72355,DENTON TOWNSHIP,MI,5449
MI17348,DETOUR VILLAGE,MI,264
MI82349,DETROIT,MI,642155
MI19350,DEWITT,MI,4781
MI19857,DEWITT TOWNSHIP,MI,15468
MI81351,DEXTER,MI,4537
MI22122,DICKINSON,MI,10446
MI23352,DIMONDALE,MI,1180
MI14354,DOWAGIAC,MI,5728
MI44945,DRYDEN,MI,1031
MI44356,DRYDEN TOWNSHIP,MI,4801
MI58357,DUNDEE,MI,6176
MI78358,DURAND,MI,4718
MI41361,EAST GRAND RAPIDS,MI,11672
MI15362,EAST JORDAN,MI,2244
MI33364,EAST LANSING,MI,47999
MI35364,EAST TAWAS,MI,2678
MI50360,EASTPOINTE,MI,33865
MI23123,EATON,MI,75806
MI23367,EATON RAPIDS,MI,5177
MI11368,EAU CLAIRE,MI,539
MI82370,ECORSE,MI,8855
MI59373,EDMORE,MI,1291
MI61373,EGELSTON TOWNSHIP,MI,11488
MI10374,ELBERTA,MI,318
MI05375,ELK RAPIDS,MI,1623
MI32376,ELKTON,MI,778
MI05377,ELLSWORTH,MI,367
MI19378,ELSIE,MI,948
MI24124,EMMET,MI,26190
MI13379,EMMETT TOWNSHIP,MI,11761
MI45380,EMPIRE,MI,358
MI58381,ERIE TOWNSHIP,MI,4365
MI21382,ESCANABA,MI,12267
MI09383,ESSEXVILLE,MI,3285
MI58384,ESTRAL BEACH,MI,416
MI67385,EVART,MI,1790
MI32387,FAIR HAVEN TOWNSHIP,MI,1064
MI79386,FAIRGROVE,MI,521
MI63388,FARMINGTON,MI,11544
MI63389,FARMINGTON HILLS,MI,84262
MI18390,FARWELL,MI,902
MI03392,FENNVILLE,MI,1731
MI25393,FENTON,MI,11818
MI63394,FERNDALE,MI,19490
MI70395,FERRYSBURG,MI,2966
MI82397,FLAT ROCK,MI,10188
MI25398,FLINT,MI,79396
MI25399,FLINT TOWNSHIP,MI,30854
MI25400,FLUSHING,MI,8183
MI25401,FLUSHING TOWNSHIP,MI,10567
MI52841,FORSYTH TOWNSHIP,MI,6326
MI19404,FOWLER,MI,1234
MI47405,FOWLERVILLE,MI,2871
MI73406,FRANKENMUTH,MI,5224
